(162, 33)
(162, 34)
(162, 35)
(163, 36)
(163, 37)
(163, 38)
(163, 39)
(163, 40)
(164, 41)
(164, 42)
(164, 43)
(164, 44)
(164, 45)
(164, 46)
(164, 47)
(164, 48)
(164, 49)
(164, 50)
(164, 51)
(164, 52)
(164, 54)
(164, 55)
(164, 56)
(164, 57)
(164, 58)
(164, 59)
(164, 60)
(164, 61)
(164, 63)
(164, 64)
(164, 66)
(164, 67)
(163, 68)
(163, 69)
(163, 71)
(163, 72)
(163, 73)
(163, 75)
(163, 76)
(162, 78)
(162, 80)
(162, 81)
(162, 83)
(162, 85)
(162, 88)
(162, 89)
(162, 92)
(162, 93)
(162, 95)
(162, 97)
(162, 98)
(162, 100)
(162, 101)
(162, 102)
(162, 103)
(162, 104)
(162, 105)
(162, 107)
(162, 108)
(162, 110)
(162, 112)
(162, 114)
(162, 116)
(162, 118)
(162, 122)
(162, 125)
(162, 128)
(162, 131)
(162, 134)
(162, 136)
(162, 138)
(162, 139)
(162, 140)
(162, 141)
(162, 142)
(162, 143)
(162, 145)
(162, 146)
(162, 148)
(162, 150)
(162, 153)
(162, 156)
(162, 159)
(162, 162)
(162, 164)
(162, 167)
(162, 169)
(162, 171)
(162, 173)
(162, 175)
(162, 176)
(162, 178)
(162, 179)
(162, 180)
(162, 182)
(162, 183)
(162, 184)
(162, 185)
(162, 186)
(162, 187)
(162, 188)
(162, 189)
(162, 190)
(162, 192)
(162, 193)
(162, 195)
(162, 197)
(162, 200)
(162, 202)
(162, 204)
(162, 207)
(162, 209)
(162, 211)
(162, 213)
(162, 215)
(162, 216)
(162, 217)
(162, 219)
(162, 221)
(162, 222)
(162, 224)
(162, 225)
(162, 227)
(162, 228)
(162, 230)
(162, 232)
(162, 233)
(162, 235)
(162, 237)
(162, 240)
(162, 242)
(162, 244)
(162, 246)
(162, 249)
(162, 250)
(162, 251)
(162, 253)
(162, 254)
(162, 255)
(162, 256)
(162, 257)
(162, 259)
(162, 261)
(162, 263)
(162, 266)
(162, 271)
(162, 277)
(161, 284)
(161, 290)
(160, 296)
(159, 301)
(159, 304)
(159, 306)
(159, 307)
(159, 308)
(159, 309)
(159, 310)
(159, 311)
(159, 312)
(159, 313)
(159, 314)
(159, 315)
(159, 316)
(158, 318)
(158, 319)
(158, 320)
(158, 321)
(158, 322)
(158, 323)
(157, 324)
(157, 325)
(157, 326)
(157, 327)
(157, 328)
(157, 329)
(157, 330)
(157, 331)
(157, 334)
(157, 337)
(157, 340)
(157, 343)
(157, 346)
(157, 347)
(157, 349)
(157, 351)
(157, 352)
(157, 354)
(157, 355)
(157, 356)
(157, 357)
(157, 358)
(157, 359)
(157, 361)
(157, 363)
(157, 366)
(157, 370)
(157, 374)
(157, 379)
(157, 383)
(157, 384)
(157, 387)
(157, 390)
(157, 391)
(157, 394)
(157, 397)
(157, 400)
(157, 401)
(157, 403)
(157, 405)
(157, 406)
(157, 408)
(157, 409)
(157, 411)
(157, 413)
(157, 414)
(157, 416)
(157, 418)
(157, 420)
(157, 421)
(157, 423)
(157, 425)
(157, 427)
(157, 429)
(157, 432)
(157, 435)
(157, 438)
(157, 440)
(157, 443)
(157, 446)
(157, 449)
(158, 451)
(158, 454)
(158, 456)
(158, 459)
(158, 462)
(159, 462)
(159, 464)
(159, 466)
(160, 468)
(160, 471)
(160, 474)
(160, 476)
(161, 479)
(161, 481)
(162, 484)
(163, 486)
(163, 489)
(163, 491)
(163, 493)
(164, 495)
(164, 497)
(166, 499)
(166, 500)
(166, 501)
(167, 502)
(167, 503)
(167, 504)
(168, 505)
(168, 506)
(169, 507)
(170, 508)
(170, 509)
(170, 511)
(171, 512)
(172, 513)
(172, 515)
(172, 517)
(173, 518)
(174, 520)
(175, 520)
(175, 522)
(176, 525)
(177, 528)
(178, 530)
(179, 532)
(180, 533)
(180, 534)
(181, 536)
(182, 537)
(183, 538)
(183, 540)
(184, 540)
(184, 541)
(185, 542)
(185, 543)
(186, 544)
(187, 545)
(188, 546)
(189, 548)
(190, 549)
(191, 550)
(192, 551)
(193, 552)
(194, 553)
(195, 554)
(196, 555)
(197, 556)
(199, 558)
(201, 560)
(203, 561)
(204, 563)
(205, 563)
(206, 563)
(207, 565)
(208, 565)
(208, 566)
(209, 567)
(210, 567)
(210, 569)
(211, 569)
(212, 569)
(212, 570)
(214, 571)
(215, 573)
(217, 574)
(218, 574)
(218, 575)
(219, 575)
(221, 577)
(223, 578)
(226, 580)
(228, 582)
(230, 582)
(231, 583)
(232, 584)
(233, 584)
(235, 586)
(237, 587)
(239, 587)
(242, 589)
(245, 590)
(247, 592)
(248, 592)
(250, 592)
(252, 594)
(253, 594)
(254, 596)
(255, 597)
(256, 598)
(258, 599)
(259, 599)
(261, 600)
(262, 601)
(263, 601)
(265, 602)
(268, 602)
(271, 603)
(274, 604)
(277, 604)
(279, 604)
(280, 605)
(282, 605)
(283, 605)
(284, 605)
(286, 605)
(288, 606)
(289, 606)
(292, 606)
(295, 606)
(298, 607)
(300, 607)
(301, 607)
(304, 607)
(306, 607)
(308, 608)
(310, 608)
(312, 608)
(316, 609)
(319, 609)
(323, 610)
(327, 610)
(330, 611)
(333, 611)
(336, 611)
(337, 611)
(338, 612)
(339, 612)
(340, 612)
(343, 612)
(347, 613)
(352, 613)
(356, 613)
(358, 614)
(360, 614)
(362, 614)
(363, 615)
(364, 615)
(366, 615)
(370, 616)
(374, 616)
(377, 616)
(379, 616)
(382, 616)
(383, 617)
(386, 617)
(389, 617)
(393, 617)
(395, 617)
(398, 617)
(400, 617)
(403, 618)
(406, 618)
(409, 618)
(411, 618)
(414, 618)
(418, 618)
(422, 618)
(424, 618)
(427, 618)
(429, 618)
(432, 618)
(435, 618)
(438, 618)
(443, 618)
(448, 618)
(452, 617)
(456, 617)
(458, 617)
(459, 616)
(460, 616)
(461, 616)
(461, 615)
(462, 614)
(464, 614)
(466, 613)
(467, 613)
(470, 612)
(473, 611)
(476, 611)
(479, 610)
(482, 609)
(485, 608)
(487, 608)
(489, 607)
(491, 607)
(493, 606)
(496, 605)
(499, 604)
(502, 603)
(504, 601)
(505, 601)
(507, 601)
(510, 600)
(511, 599)
(512, 598)
(513, 598)
(514, 597)
(515, 596)
(517, 596)
(518, 595)
(519, 594)
(521, 593)
(523, 592)
(527, 591)
(531, 590)
(531, 589)
(534, 588)
(536, 587)
(538, 587)
(539, 585)
(540, 585)
(541, 584)
(543, 584)
(543, 583)
(544, 582)
(545, 581)
(546, 581)
(547, 580)
(548, 580)
(552, 578)
(556, 577)
(559, 576)
(561, 575)
(563, 574)
(564, 574)
(564, 573)
(565, 572)
(567, 572)
(568, 571)
(569, 571)
(571, 570)
(573, 568)
(574, 568)
(576, 567)
(578, 566)
(579, 565)
(579, 564)
(580, 564)
(581, 563)
(583, 562)
(583, 560)
(584, 559)
(585, 558)
(586, 557)
(588, 556)
(590, 554)
(592, 552)
(593, 551)
(596, 549)
(598, 547)
(600, 546)
(602, 543)
(604, 542)
(605, 541)
(605, 540)
(606, 538)
(608, 537)
(609, 536)
(610, 534)
(612, 533)
(614, 531)
(615, 529)
(616, 527)
(617, 526)
(619, 524)
(620, 523)
(621, 521)
(621, 520)
(622, 518)
(623, 516)
(625, 514)
(626, 513)
(627, 511)
(627, 509)
(629, 507)
(630, 505)
(631, 503)
(633, 501)
(634, 500)
(634, 497)
(635, 495)
(637, 493)
(637, 492)
(638, 492)
(638, 490)
(639, 488)
(640, 486)
(640, 485)
(641, 483)
(642, 481)
(642, 479)
(643, 477)
(643, 475)
